ID,Бренд,Наименование,Количество,Цена,Цена по акции
605119246,DESONO,"Вино Desono Merlot красное сухое, 0.75л",6,609,0
605168949,LA DILECTA,"Вино La Dilecta Touraine Sauvignon Blanc белое сухое, 0.75л",144,1999,0
605166199,VALLEE LOIRE,"Вино Vallee Loire Touraine Sauvignon Blanc белое сухое, 0.75л",96,1239,0
603219006,KALEU,"Вино Kaleu Malbec красное сухое, 0.75л",25,709,638.1
605166109,DEANGELI,"Вино Deangeli Soave белое сухое, 0.75л",216,699,0
479932,УСАДЬБА ПЕРОВСКИХ,"Вино Усадьба Перовских Шардоне Резерв белое сухое, 0.75л",8,819,0
605167489,VALLEE LOIRE,"Вино Vallee Loire Muscadet Sevre Et Maine Sur Lie белое сухое, 0.75л",168,1229,0
365855,BODEGAS ARAGONESAS,"Вино Bodegas Aragonesas Crucillon Tinto красное сухое, 0.75л",106,849,764.1
515829,VINA REAL,"Вино Vina Real Evel Branco белое сухое, 0.75л",7,1699,1399
515816,VINA REAL,"Вино Vina Real Evel Reserve Red красное сухое, 0.75л",5,3899,3399
403258028,LOUIS DAILLY,"Вино Louis Dailly Mercurey красное сухое, 0.75л",77,3799,0
89034126,RABL,"Вино Rabl Gruner Loss белое сухое, 0.75л",30,1299,0
595715749,WOODHAVEN,"Вино Woodhaven Chardonnay белое полусухое, 0.75л",1,1269,999
544131,ROLAND LAVANTUREUX,"Вино Roland Lavantureux Chablis Cru белое сухое, 0.75л",6,4199,0
552636,CHEVALIER PIERREFITTE,"Вино Chevalier Pierrefitte La Valette красное сухое, 0.75л",86,1999,0
84828,FALESCO,"Вино Falesco EST! EST!! EST!!! di Montefiascone белое сухое, 0.75л",56,1449,0
473008,GNARLY HEAD,"Вино Gnarly Head Cabernet Sauvignon красное сухое, 0.75л",3,1999,1799.1
601503497,МАССАНДРА,"Вино ликерное Массандра Портвейн Сурож белое сладкое, 0.75л",24,689,0
603218006,DISCOVERY BAY,"Вино Discovery Bay Red Zinfandel красное полусухое, 0.75л",84,899,809.1
